,word,freq,stream
973,arcade,1,991336132.0
974,fair,1,593917618.0
975,trade,1,593917618.0
976,rumbling,1,71014967.0
977,size,1,71014967.0
978,ties,1,560222750.0
979,mr,2,932652564.5
980,brightside,1,1806617704.0
981,blessed,1,77337771.0
982,cursed,1,77337771.0
983,streets,1,865640097.0
984,shallow,1,2159346687.0
985,polaroid,1,211372494.0
986,jonas,1,651732901.0
987,brothers,1,651732901.0
988,permission,1,608334048.0
989,friday,1,863756573.0
990,mufasa,1,863756573.0
991,hypeman,1,863756573.0
992,dopamine,1,863756573.0
993,rapstar,1,797402345.0
994,till,1,635174552.6666666
995,collapse,1,1695712020.0
996,memories,2,1171215716.5
997,25k,1,54937991.0
998,jacket,1,54937991.0
999,iï,1,483341973.4
1000,½m,1,200643867.0
1001,katy,1,226897599.0
1002,esqueï,1,258316038.0
1003,miï,1,596152090.0
1004,sï,1,167987267.0
1005,mamiii,1,716591492.0
1006,alive,2,208554767.5
1007,prod,2,229242942.5
1008,boyfriend,1,316691144.5
1009,joker,1,146789379.0
1010,queen,1,121531562.5
1011,swift,1,146789379.0
1012,episode,1,843309044.0
1013,light,1,894766009.5
1014,switch,1,500340342.0
1015,city,1,107255472.0
1016,gods,1,107255472.0
1017,brividi,1,135079152.0
1018,club,1,1202722675.0
1019,ginseng,1,240769997.0
1020,strip,1,240769997.0
1021,2002,1,240769997.0
1022,euphoria,2,274059005.5
1023,notion,1,421135627.0
1024,formula,1,554875730.0
1025,mount,1,467727006.0
1026,everest,1,467727006.0
1027,excuses,1,327498031.0
1028,cigarettes,1,185408548.0
1029,cayï,1,245400167.0
1030,cruz,1,245400167.0
1031,cafunï,1,245400167.0
1032,abhir,1,245400167.0
1033,hathi,1,245400167.0
1034,bejo,1,245400167.0
1035,ima,1,313392722.6666667
1036,california,2,332477253.5
1037,forgot,1,675039469.0
1038,dre,1,678803661.8571428
1039,colin,1,252871192.0
1040,hay,1,252871192.0
1041,mujeriego,1,231996128.0
1042,humble,1,1929770265.0
1043,stan,1,482490534.0
1044,contection,1,1180896317.0
1045,swim,1,498960285.0
1046,tu,1,230959904.07142857
1047,merced,1,685071800.0
1048,little,2,265954688.0
1049,bug,1,258714692.0
1050,212,1,143139338.0
1051,problemï,1,209768491.0
1052,bussin,1,64714573.0
1053,worst,1,50746620.0
1054,day,1,432610606.0
1055,malvada,1,154119539.0
1056,hrs,2,181328253.0
1057,alien,2,270928561.5
1058,blues,1,370068639.0
1059,thinking,2,1194828832.5
1060,loud,1,2280566092.0
1061,mal,1,260400964.2
1062,feito,1,291709698.0
1063,gospel,1,64787943.0
1064,eminem,1,64787943.0
1065,seï,2,1346959640.0
1066,magic,1,461437791.0
1067,wand,1,318418568.0
1068,adore,1,1439191367.0
1069,sweetest,1,299634472.0
1070,pie,1,645818286.0
1071,bam,2,451565739.5
1072,ed,1,582858427.9038461
1073,sheeran,1,756907987.0
1074,una,1,228927625.25
1075,medellï,1,682475162.0
1076,envolver,1,546191065.0
1077,starlight,1,229473310.0
1078,hati,2,202677468.0
1079,jalan,1,202677468.0
1080,tired,1,121913181.0
1081,danï,1,208166039.0
1082,voy,1,527033089.0
1083,yankee,1,527033089.0
1084,residente,1,94616487.0
1085,49,1,94616487.0
1086,jordan,1,394030335.0
1087,nail,1,193443895.0
1088,tech,1,193443895.0
1089,chale,1,299648208.0
1090,darari,1,182978249.0
1091,ya,1,317837709.28571427
1092,somos,1,319757142.0
1093,ni,1,549545306.5555556
1094,seremos,1,319757142.0
1095,dick,1,109091573.0
1096,deaky,1,153240879.0
1097,falling,2,684657484.5
1098,bohemian,1,2197010679.0
1099,rhapsody,1,2197010679.0
1100,hope,1,1200808494.0
1101,wake,1,1970673297.0
1102,jealousy,2,665765558.0
1103,monï,1,263779030.0
1104,½y,1,263779030.0
1105,demasiadas,1,339473453.0
1106,mujeres,1,339473453.0
1107,closer,2,1437720433.5
1108,somebody,1,1457139296.0
1109,tom,1,134415884.0
1110,diner,1,236872197.0
1111,plan,1,240661097.0
1112,fuera,1,421365166.0
1113,mercado,1,421365166.0
1114,½ltima,1,349746291.0
1115,head,1,112181396.5
1116,dive,1,305771063.0
1117,pantysito,1,273005485.0
1118,chance,1,89566512.0
1119,cool,1,677389855.0
1120,psychofreak,1,75476209.0
1121,willow,1,75476209.0
1122,vampiro,1,187772591.0
1123,quieren,1,178512385.0
1124,frontear,1,178512385.0
1125,arrepentï,1,118381354.0
1126,hilarious,1,146363130.0
1127,soy,2,219778644.0
1128,unico,1,126443991.0
1129,rumbatï,1,157990698.0
1130,sentadona,1,176290831.0
1131,s2,1,176290831.0
1132,sigue,1,106933107.0
1133,fim,1,139193812.0
1134,rio,1,191470198.2
1135,maniac,1,212234990.0
1136,holdin,1,1714490998.0
1137,idgaf,1,197643795.0
1138,blackbear,1,197643795.0
1139,lucky,1,933815613.0
1140,shit,3,279762144.0
1141,turning,1,120847157.0
1142,photograph,1,2236667932.0
1143,n95,1,301242089.0
1144,hard,1,237351106.0
1145,despuï,1,461558540.0
1146,ratito,1,417230415.0
1147,united,1,156898322.0
1148,grief,1,156898322.0
1149,father,1,127309180.0
1150,sampha,1,127309180.0
1151,celoso,1,313113297.0
1152,cooped,1,271666301.0
1153,roddy,1,271666301.0
1154,ricch,1,271666301.0
1155,fui,1,305650299.0
1156,vacaciones,1,305650299.0
1157,silent,1,123216717.0
1158,corriente,1,479655659.0
1159,count,1,1068827643.5
1160,andrea,1,344055883.0
1161,mil,1,303931339.0
1162,16,1,338422004.0
1163,savior,2,61634233.0
1164,otro,1,278243617.0
1165,atardecer,1,319546754.0
1166,worldwide,1,61739839.0
1167,steppers,1,61739839.0
1168,aguacero,1,283359161.0
1169,purple,2,87221161.0
1170,hearts,2,87221161.0
1171,verano,1,283332261.0
1172,sin,2,334219495.28571427
1173,ultra,2,293734982.0
1174,ensï,1,279737940.0
1175,½ame,1,279737940.0
1176,apagï,1,212351890.0
1177,callaita,1,1304313953.0
1178,agosto,1,246127838.0
1179,house,2,361646886.5
1180,morale,1,58687425.0
1181,supermodel,1,231657891.0
1182,stefania,1,53729194.0
1183,kalush,1,53729194.0
1184,thousand,1,244741137.0
1185,miles,1,244741137.0
1186,crown,1,42485571.0
1187,auntie,1,37778188.0
1188,diaries,1,37778188.0
1189,puffin,1,254218729.0
1190,zootiez,1,254218729.0
1191,mirror,1,53603447.0
1192,beautiful,1,160035717.0
1193,paulo,1,164163229.0
1194,londra,1,164163229.0
1195,23,1,164163229.0
1196,pasoori,1,284249832.0
1197,mother,1,33381454.0
1198,sober,1,33381454.0
1199,beth,1,33381454.0
1200,gibbons,1,33381454.0
1201,portishead,1,33381454.0
1202,tus,1,184622518.0
1203,½gr,1,184622518.0
1204,did,1,264450889.5
1205,tried,1,121077868.0
1206,honest,1,106919680.0
1207,zoom,1,136996305.0
1208,slomo,1,65719930.0
1209,fearless,1,229497852.0
1210,things,1,185550869.0
1211,iris,1,1284942608.0
1212,san,1,388385072.6666667
1213,lucas,1,244891912.0
1214,looking,1,184706613.0
1215,sushi,1,334733572.0
1216,restaurant,1,334733572.0
1217,matilda,1,366214458.0
1218,youth,1,114546317.0
1219,vegas,1,448500832.0
1220,elvis,1,448500832.0
1221,cash,2,136676504.0
1222,potion,1,190625045.0
1223,singer,1,79095270.0
1224,freak,1,351003534.0
1225,llevo,1,333146475.0
1226,½engo,1,333146475.0
1227,true,1,194902696.0
1228,satellite,1,311482393.0
1229,pass,1,195918494.0
1230,dutchie,1,195918494.0
1231,villano,1,248511839.0
1232,antillano,1,248511839.0
1233,51,1,248511839.0
1234,grapejuice,1,199587884.0
1235,belly,1,383835984.0
1236,dancer,1,383835984.0
1237,cinema,1,189236868.0
1238,347aidan,1,160845341.0
1239,daydreaming,1,187703102.0
1240,nos,1,261442974.5
1241,comemos,1,138334433.0
1242,ozuna,1,138334433.0
1243,mama,1,445590495.0
1244,slow,1,1248472774.5
1245,dancing,1,1122364376.0
1246,antes,1,157136970.0
1247,perderte,1,157136970.0
1248,boyfriends,1,137070925.0
1249,295,1,183273246.0
1250,ingin,1,184807630.0
1251,usai,1,184807630.0
1252,cochinero,1,164856284.0
1253,master,1,754592477.5454545
1254,puppets,1,704171068.0
1255,soul,1,354614964.0
1256,massive,1,195628667.0
1257,betty,1,221752937.0
1258,ojos,1,387078593.0
1259,marrones,1,263280370.0
1260,pop,1,161842702.0
1261,layla,1,130419412.0
1262,sweet,2,679745589.6666666
1263,child,1,1553497987.0
1264,sticky,1,191448892.0
1265,hot,1,1161296462.0
1266,ye,1,325876200.06666666
1267,durk,1,85924992.0
1268,ai,1,483830516.2413793
1269,preto,1,176103902.0
1270,loto,1,121189256.0
1271,afraid,1,244790012.0
1272,baile,1,129314708.0
1273,morro,1,129314708.0
1274,½mo,1,331511413.0
1275,dormi,1,331511413.0
1276,decisions,1,219196651.0
1277,snoop,1,219196651.0
1278,dogg,1,219196651.0
1279,staying,1,170732845.0
1280,caile,1,273914335.0
1281,encuentras,1,179061440.0
1282,ahï,1,179061440.0
1283,givenchy,1,185236961.0
1284,superstar,1,171788484.0
1285,cross,1,151850770.125
1286,attention,1,264717480.0
1287,shade,1,244928911.0
1288,rescate,1,287278853.0
1289,heartless,1,887906111.0
1290,timberlake,1,123473120.0
1291,pharrell,1,123473120.0
1292,siempre,1,295152154.0
1293,pendientes,1,295152154.0
1294,jgl,1,323455692.0
1295,worry,1,240918092.0
1296,pipoco,1,191873381.0
1297,forget,1,239411309.0
1298,bound,1,703301727.0
1299,baddest,1,244585109.0
1300,billie,1,277132266.0
1301,eilish,1,277132266.0
1302,ferxxo,1,278920007.0
1303,100,1,392295722.5
1304,ku,1,439075893.25
1305,sa,1,484296745.54285717
1306,colors,1,222410722.0
1307,prohibidox,1,185392587.0
1308,static,1,202452860.0
1309,scientist,1,1608164312.0
1310,sparks,1,624101957.0
1311,xq,1,47093942.0
1312,pones,1,47093942.0
1313,asï,1,47093942.0
1314,selfish,1,380319238.0
1315,amor,1,205783978.0
1316,poland,1,115331792.0
1317,loneliest,1,225093344.0
1318,otaku,1,159240673.0
1319,nxde,1,170709584.0
1320,fell,1,723043854.0
1321,october,1,723043854.0
1322,ready,1,247689123.0
1323,celestial,1,176474912.0
1324,typa,1,235549288.0
1325,really,1,140430339.0
1326,breeze,1,85559365.0
1327,bamba,1,146223492.0
1328,aitch,1,146223492.0
1329,bia,1,102186435.0
1330,casei,1,187701588.0
1331,com,1,193684051.4
1332,putaria,1,187701588.0
1333,major,1,154863153.0
1334,distribution,1,154863153.0
1335,pussy,1,191333656.0
1336,millions,1,191333656.0
1337,vigilante,1,253650850.0
1338,question,1,223064273.0
1339,bs,1,120710508.0
1340,mastermind,1,218320587.0
1341,circo,1,141720999.0
1342,loco,1,141720999.0
1343,labyrinth,1,187339835.0
1344,spin,1,198365537.0
1345,bout,1,489910798.1666667
1346,brisa,1,71095708.0
1347,privileged,1,112436403.0
1348,rappers,1,112436403.0
1349,backoutsideboyz,1,93367537.0
1350,boys,1,106249219.0
1351,great,1,181382590.0
1352,bigger,1,121871870.0
1353,veces,1,73513683.0
1354,feid,1,73513683.0
